53.489176	53.489289	53.489400	53.489509	53.489617	53.489722	53.489825	53.489927	53.490027	53.490124	53.490220	53.490314	53.490406	53.490496	53.490585	53.490671	53.490755	53.490838	53.490919	53.490997	53.491074	53.491149	53.491222	53.491294	53.491363	53.491430	53.491496	53.491559	53.491621	53.491681	53.491739	53.491795	53.491849	53.491901	53.491951	53.492000	53.492046	53.492091	53.492133	53.492174	53.492213	53.492250	53.492285	53.492319	53.492350	53.492379	53.492407	53.492432	53.492456	53.492478	53.492498	53.492516	53.492532	53.492546	53.492559	53.492569	53.492578	53.492584	53.492589	53.492592	53.492593	53.492592	53.492589	53.492584	53.492578	53.492569	53.492559	53.492546	53.492532	53.492516	53.492498	53.492478	53.492456	53.492432	53.492407	53.492379	53.492350	53.492319	53.492285	53.492250	53.492213	53.492174	53.492133	53.492091	53.492046	53.492000	53.491951	53.491901	53.491849	53.491795	53.491739	53.491681	53.491621	53.491559	53.491496	53.491430	53.491363	53.491294	53.491222	53.491149	53.491074	53.490997	53.490919	53.490838	53.490755	53.490671	53.490585	53.490496	53.490406	53.490314	53.490220	53.490124	53.490027	53.489927	53.489825	53.489722	53.489617	53.489509	53.489400	53.489289
53.480184	53.480297	53.480408	53.480517	53.480624	53.480729	53.480833	53.480934	53.481034	53.481132	53.481228	53.481321	53.481413	53.481504	53.481592	53.481678	53.481763	53.481845	53.481926	53.482005	53.482081	53.482156	53.482229	53.482301	53.482370	53.482437	53.482503	53.482566	53.482628	53.482688	53.482746	53.482802	53.482856	53.482908	53.482958	53.483007	53.483053	53.483098	53.483140	53.483181	53.483220	53.483257	53.483292	53.483325	53.483357	53.483386	53.483414	53.483439	53.483463	53.483485	53.483505	53.483523	53.483539	53.483553	53.483565	53.483576	53.483584	53.483591	53.483596	53.483599	53.483600	53.483599	53.483596	53.483591	53.483584	53.483576	53.483565	53.483553	53.483539	53.483523	53.483505	53.483485	53.483463	53.483439	53.483414	53.483386	53.483357	53.483325	53.483292	53.483257	53.483220	53.483181	53.483140	53.483098	53.483053	53.483007	53.482958	53.482908	53.482856	53.482802	53.482746	53.482688	53.482628	53.482566	53.482503	53.482437	53.482370	53.482301	53.482229	53.482156	53.482081	53.482005	53.481926	53.481845	53.481763	53.481678	53.481592	53.481504	53.481413	53.481321	53.481228	53.481132	53.481034	53.480934	53.480833	53.480729	53.480624	53.480517	53.480408	53.480297
53.471192	53.471304	53.471415	53.471524	53.471632	53.471737	53.471840	53.471942	53.472041	53.472139	53.472235	53.472329	53.472421	53.472511	53.472599	53.472685	53.472770	53.472852	53.472933	53.473012	53.473089	53.473164	53.473237	53.473308	53.473377	53.473444	53.473510	53.473573	53.473635	53.473695	53.473753	53.473809	53.473863	53.473915	53.473965	53.474014	53.474060	53.474105	53.474147	53.474188	53.474227	53.474264	53.474299	53.474332	53.474364	53.474393	53.474420	53.474446	53.474470	53.474492	53.474512	53.474530	53.474546	53.474560	53.474572	53.474583	53.474591	53.474598	53.474603	53.474605	53.474606	53.474605	53.474603	53.474598	53.474591	53.474583	53.474572	53.474560	53.474546	53.474530	53.474512	53.474492	53.474470	53.474446	53.474420	53.474393	53.474364	53.474332	53.474299	53.474264	53.474227	53.474188	53.474147	53.474105	53.474060	53.474014	53.473965	53.473915	53.473863	53.473809	53.473753	53.473695	53.473635	53.473573	53.473510	53.473444	53.473377	53.473308	53.473237	53.473164	53.473089	53.473012	53.472933	53.472852	53.472770	53.472685	53.472599	53.472511	53.472421	53.472329	53.472235	53.472139	53.472041	53.471942	53.471840	53.471737	53.471632	53.471524	53.471415	53.471304
53.462199	53.462312	53.462423	53.462532	53.462639	53.462744	53.462848	53.462949	53.463049	53.463147	53.463242	53.463336	53.463428	53.463518	53.463606	53.463693	53.463777	53.463860	53.463940	53.464019	53.464096	53.464171	53.464244	53.464315	53.464384	53.464451	53.464517	53.464580	53.464642	53.464702	53.464760	53.464816	53.464870	53.464922	53.464972	53.465020	53.465067	53.465112	53.465154	53.465195	53.465234	53.465271	53.465306	53.465339	53.465370	53.465400	53.465427	53.465453	53.465477	53.465498	53.465518	53.465536	53.465553	53.465567	53.465579	53.465589	53.465598	53.465605	53.465609	53.465612	53.465613	53.465612	53.465609	53.465605	53.465598	53.465589	53.465579	53.465567	53.465553	53.465536	53.465518	53.465498	53.465477	53.465453	53.465427	53.465400	53.465370	53.465339	53.465306	53.465271	53.465234	53.465195	53.465154	53.465112	53.465067	53.465020	53.464972	53.464922	53.464870	53.464816	53.464760	53.464702	53.464642	53.464580	53.464517	53.464451	53.464384	53.464315	53.464244	53.464171	53.464096	53.464019	53.463940	53.463860	53.463777	53.463693	53.463606	53.463518	53.463428	53.463336	53.463242	53.463147	53.463049	53.462949	53.462848	53.462744	53.462639	53.462532	53.462423	53.462312
53.453207	53.453320	53.453431	53.453540	53.453647	53.453752	53.453855	53.453957	53.454056	53.454154	53.454250	53.454344	53.454436	53.454526	53.454614	53.454700	53.454784	53.454867	53.454947	53.455026	53.455103	53.455178	53.455251	53.455322	53.455391	53.455459	53.455524	53.455587	53.455649	53.455709	53.455767	53.455823	53.455877	53.455929	53.455979	53.456027	53.456074	53.456118	53.456161	53.456202	53.456241	53.456278	53.456313	53.456346	53.456377	53.456407	53.456434	53.456460	53.456483	53.456505	53.456525	53.456543	53.456559	53.456574	53.456586	53.456596	53.456605	53.456611	53.456616	53.456619	53.456620	53.456619	53.456616	53.456611	53.456605	53.456596	53.456586	53.456574	53.456559	53.456543	53.456525	53.456505	53.456483	53.456460	53.456434	53.456407	53.456377	53.456346	53.456313	53.456278	53.456241	53.456202	53.456161	53.456118	53.456074	53.456027	53.455979	53.455929	53.455877	53.455823	53.455767	53.455709	53.455649	53.455587	53.455524	53.455459	53.455391	53.455322	53.455251	53.455178	53.455103	53.455026	53.454947	53.454867	53.454784	53.454700	53.454614	53.454526	53.454436	53.454344	53.454250	53.454154	53.454056	53.453957	53.453855	53.453752	53.453647	53.453540	53.453431	53.453320
53.444214	53.444327	53.444438	53.444547	53.444654	53.444759	53.444863	53.444964	53.445064	53.445161	53.445257	53.445351	53.445443	53.445533	53.445621	53.445707	53.445792	53.445874	53.445955	53.446033	53.446110	53.446185	53.446258	53.446329	53.446398	53.446466	53.446531	53.446595	53.446656	53.446716	53.446774	53.446830	53.446884	53.446936	53.446986	53.447034	53.447081	53.447125	53.447168	53.447209	53.447248	53.447285	53.447320	53.447353	53.447384	53.447414	53.447441	53.447467	53.447490	53.447512	53.447532	53.447550	53.447566	53.447580	53.447593	53.447603	53.447612	53.447618	53.447623	53.447626	53.447627	53.447626	53.447623	53.447618	53.447612	53.447603	53.447593	53.447580	53.447566	53.447550	53.447532	53.447512	53.447490	53.447467	53.447441	53.447414	53.447384	53.447353	53.447320	53.447285	53.447248	53.447209	53.447168	53.447125	53.447081	53.447034	53.446986	53.446936	53.446884	53.446830	53.446774	53.446716	53.446656	53.446595	53.446531	53.446466	53.446398	53.446329	53.446258	53.446185	53.446110	53.446033	53.445955	53.445874	53.445792	53.445707	53.445621	53.445533	53.445443	53.445351	53.445257	53.445161	53.445064	53.444964	53.444863	53.444759	53.444654	53.444547	53.444438	53.444327
53.435222	53.435335	53.435446	53.435555	53.435662	53.435767	53.435870	53.435972	53.436071	53.436169	53.436264	53.436358	53.436450	53.436540	53.436628	53.436715	53.436799	53.436881	53.436962	53.437041	53.437117	53.437192	53.437265	53.437336	53.437405	53.437473	53.437538	53.437602	53.437663	53.437723	53.437781	53.437837	53.437891	53.437943	53.437993	53.438041	53.438088	53.438132	53.438175	53.438216	53.438255	53.438291	53.438327	53.438360	53.438391	53.438420	53.438448	53.438473	53.438497	53.438519	53.438539	53.438557	53.438573	53.438587	53.438599	53.438610	53.438618	53.438625	53.438630	53.438633	53.438634	53.438633	53.438630	53.438625	53.438618	53.438610	53.438599	53.438587	53.438573	53.438557	53.438539	53.438519	53.438497	53.438473	53.438448	53.438420	53.438391	53.438360	53.438327	53.438291	53.438255	53.438216	53.438175	53.438132	53.438088	53.438041	53.437993	53.437943	53.437891	53.437837	53.437781	53.437723	53.437663	53.437602	53.437538	53.437473	53.437405	53.437336	53.437265	53.437192	53.437117	53.437041	53.436962	53.436881	53.436799	53.436715	53.436628	53.436540	53.436450	53.436358	53.436264	53.436169	53.436071	53.435972	53.435870	53.435767	53.435662	53.435555	53.435446	53.435335
53.426230	53.426342	53.426453	53.426562	53.426669	53.426774	53.426878	53.426979	53.427079	53.427176	53.427272	53.427366	53.427458	53.427548	53.427636	53.427722	53.427806	53.427889	53.427969	53.428048	53.428125	53.428199	53.428272	53.428343	53.428413	53.428480	53.428545	53.428609	53.428670	53.428730	53.428788	53.428844	53.428898	53.428950	53.429000	53.429048	53.429095	53.429139	53.429182	53.429223	53.429261	53.429298	53.429333	53.429367	53.429398	53.429427	53.429455	53.429480	53.429504	53.429526	53.429546	53.429564	53.429580	53.429594	53.429606	53.429617	53.429625	53.429632	53.429637	53.429639	53.429640	53.429639	53.429637	53.429632	53.429625	53.429617	53.429606	53.429594	53.429580	53.429564	53.429546	53.429526	53.429504	53.429480	53.429455	53.429427	53.429398	53.429367	53.429333	53.429298	53.429261	53.429223	53.429182	53.429139	53.429095	53.429048	53.429000	53.428950	53.428898	53.428844	53.428788	53.428730	53.428670	53.428609	53.428545	53.428480	53.428413	53.428343	53.428272	53.428199	53.428125	53.428048	53.427969	53.427889	53.427806	53.427722	53.427636	53.427548	53.427458	53.427366	53.427272	53.427176	53.427079	53.426979	53.426878	53.426774	53.426669	53.426562	53.426453	53.426342
53.417237	53.417350	53.417461	53.417570	53.417677	53.417782	53.417885	53.417987	53.418086	53.418184	53.418279	53.418373	53.418465	53.418555	53.418643	53.418729	53.418813	53.418896	53.418976	53.419055	53.419132	53.419207	53.419279	53.419350	53.419420	53.419487	53.419552	53.419616	53.419677	53.419737	53.419795	53.419851	53.419905	53.419957	53.420007	53.420055	53.420102	53.420146	53.420189	53.420229	53.420268	53.420305	53.420340	53.420373	53.420405	53.420434	53.420462	53.420487	53.420511	53.420533	53.420552	53.420570	53.420587	53.420601	53.420613	53.420623	53.420632	53.420639	53.420643	53.420646	53.420647	53.420646	53.420643	53.420639	53.420632	53.420623	53.420613	53.420601	53.420587	53.420570	53.420552	53.420533	53.420511	53.420487	53.420462	53.420434	53.420405	53.420373	53.420340	53.420305	53.420268	53.420229	53.420189	53.420146	53.420102	53.420055	53.420007	53.419957	53.419905	53.419851	53.419795	53.419737	53.419677	53.419616	53.419552	53.419487	53.419420	53.419350	53.419279	53.419207	53.419132	53.419055	53.418976	53.418896	53.418813	53.418729	53.418643	53.418555	53.418465	53.418373	53.418279	53.418184	53.418086	53.417987	53.417885	53.417782	53.417677	53.417570	53.417461	53.417350
53.408245	53.408358	53.408469	53.408577	53.408684	53.408790	53.408893	53.408994	53.409093	53.409191	53.409287	53.409380	53.409472	53.409562	53.409650	53.409736	53.409821	53.409903	53.409984	53.410062	53.410139	53.410214	53.410287	53.410358	53.410427	53.410494	53.410559	53.410623	53.410684	53.410744	53.410802	53.410858	53.410912	53.410964	53.411014	53.411062	53.411109	53.411153	53.411196	53.411236	53.411275	53.411312	53.411347	53.411380	53.411412	53.411441	53.411468	53.411494	53.411518	53.411539	53.411559	53.411577	53.411593	53.411608	53.411620	53.411630	53.411639	53.411645	53.411650	53.411653	53.411654	53.411653	53.411650	53.411645	53.411639	53.411630	53.411620	53.411608	53.411593	53.411577	53.411559	53.411539	53.411518	53.411494	53.411468	53.411441	53.411412	53.411380	53.411347	53.411312	53.411275	53.411236	53.411196	53.411153	53.411109	53.411062	53.411014	53.410964	53.410912	53.410858	53.410802	53.410744	53.410684	53.410623	53.410559	53.410494	53.410427	53.410358	53.410287	53.410214	53.410139	53.410062	53.409984	53.409903	53.409821	53.409736	53.409650	53.409562	53.409472	53.409380	53.409287	53.409191	53.409093	53.408994	53.408893	53.408790	53.408684	53.408577	53.408469	53.408358
